"","id","senator_party","condition","pid7","pre_sexism_1","pre_sexism_2","pre_sexism_3","pre_sexism_4","pre_favorability","pre_vote","gender","age","newsinterest","post_favorability","post_vote","punishment_1","punishment_2","punishment_3","punishment_4","punishment_5","post_sexism_1","post_sexism_2","post_sexism_3","post_sexism_4","condition2","pid3","needmoreevidence","apology","longtimeago","resign","elitecues","needmoreevidence_reverse","longtimeago_reverse","meanpunishment","sameparty","pre_sexism","post_sexism","change_favorability","change_vote","change_sexism","perchange_favorability","perchange_vote","perchange_sexism"
"1070",1071,"Democrat",3,"Strong Democrat",2,2,1,2,5,5,"Man","45-54","Most of the time",5,5,"","","","","",2,2,1,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.75,1.75,0,0,0,0,0,0
"1071",1072,"Democrat",3,"Strong Democrat",1,1,3,1,10,10,"Woman","25-34","Some of the time",10,10,"","","","","",1,1,3,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.5,1.5,0,0,0,0,0,0
"1072",1073,"Republican",1,"Lean Democrat",1,1,5,1,5,5,"Man","45-54","Most of the time",2,3,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Disagree somewhat","Agree somewhat",1,1,5,1,"Jokes","Democrat",2,3,1,2,4,4,5,3.5,"Opposite party",2,2,-3,-2,0,-50,-33.3333333333333,0
"1073",1074,"Republican",2,"Strong Republican",3,3,3,3,8,8,"Woman","45-54","Some of the time",5,5,"Neither disagree nor agree","Agree strongly","Disagree strongly","Disagree strongly","Agree somewhat",3,3,3,3,"Assault","Republican",3,5,1,1,4,3,5,3.5,"Same party",3,3,-3,-3,0,-33.3333333333333,-33.3333333333333,0
"1074",1075,"Democrat",3,"Lean Democrat",4,2,2,3,7,6,"Woman","25-34","Some of the time",8,7,"","","","","",4,1,2,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2.75,2.25,1,1,-0.5,12.5,14.2857142857143,-13.3333333333333
"1075",1076,"Republican",2,"Independent",1,1,1,1,2,0,"Woman","45-54","Hardly at all",0,0,"Disagree strongly","Agree strongly","Disagree strongly","Agree strongly","Agree somewhat",1,1,1,1,"Assault","Independent",1,5,1,5,4,5,5,5,"Independents/Not sures",1,1,-2,0,0,-66.6666666666667,0,0
"1076",1077,"Democrat",3,"Independent",3,3,1,2,8,8,"Man","25-34","Most of the time",8,8,"","","","","",3,3,1,2,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",2.25,2.25,0,0,0,0,0,0
"1077",1078,"Democrat",2,"Lean Democrat",1,1,1,1,10,10,"Man","18-24","Most of the time",7,7,"Agree somewhat","Disagree strongly","Disagree strongly","Disagree strongly","Agree somewhat",1,1,1,2,"Assault","Democrat",4,1,1,1,4,2,5,2.25,"Same party",1,1.25,-3,-3,0.25,-27.2727272727273,-27.2727272727273,12.5
"1078",1079,"Republican",2,"Not very strong Democrat",1,2,1,1,9,4,"Woman","25-34","Some of the time",3,0,"Disagree strongly","Agree somewhat","Disagree strongly","Agree somewhat","Disagree strongly",1,2,1,2,"Assault","Democrat",1,4,1,4,1,5,5,4.5,"Opposite party",1.25,1.5,-6,-4,0.25,-60,-80,11.1111111111111
"1079",1080,"Democrat",3,"Not very strong Democrat",3,4,4,4,3,4,"Man","25-34","Only now and then",4,5,"","","","","",4,2,2,3,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",3.75,2.75,1,1,-1,25,20,-21.0526315789474
"1080",1081,"Democrat",2,"Not very strong Republican",3,3,3,3,5,6,"Man","35-44","Only now and then",1,1,"Disagree strongly","Agree strongly","Neither disagree nor agree","Disagree strongly","Disagree strongly",3,3,3,3,"Assault","Republican",1,5,3,1,1,5,3,3.5,"Opposite party",3,3,-4,-5,0,-66.6666666666667,-71.4285714285714,0
"1081",1082,"Republican",3,"Strong Democrat",2,2,3,2,5,0,"Woman","45-54","Most of the time",5,0,"","","","","",2,2,3,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2.25,2.25,0,0,0,0,0,0
"1082",1083,"Democrat",3,"Strong Democrat",3,2,2,2,7,7,"Woman","25-34","Some of the time",7,7,"","","","","",2,2,4,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",2.25,2.5,0,0,0.25,0,0,7.69230769230769
"1083",1084,"Democrat",2,"Not very strong Democrat",1,1,1,1,7,7,"Woman","35-44","Some of the time",2,2,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Disagree somewhat",1,1,1,1,"Assault","Democrat",2,3,1,3,2,4,5,3.75,"Same party",1,1,-5,-5,0,-62.5,-62.5,0
"1084",1085,"Democrat",3,"Independent",1,1,4,5,7,7,"Man","35-44","Most of the time",7,7,"","","","","",1,1,4,5,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",2.75,2.75,0,0,0,0,0,0
"1085",1086,"Republican",1,"Independent",3,3,2,2,8,8,"Man","35-44","Most of the time",8,9,"Agree somewhat","Disagree somewhat","Disagree somewhat","Disagree strongly","Neither disagree nor agree",3,2,2,2,"Jokes","Independent",4,2,2,1,3,2,4,2.25,"Independents/Not sures",2.5,2.25,0,1,-0.25,0,11.1111111111111,-7.14285714285714
"1086",1087,"Democrat",3,"Lean Republican",4,4,4,4,3,0,"Woman","35-44","Some of the time",3,0,"","","","","",4,4,4,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",4,4,0,0,0,0,0,0
"1087",1088,"Republican",3,"Independent",3,4,3,3,5,5,"Woman","35-44","Only now and then",6,6,"","","","","",3,4,3,4,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3.25,3.5,1,1,0.25,16.6666666666667,16.6666666666667,5.88235294117647
"1088",1089,"Republican",2,"Lean Democrat",1,1,2,2,6,3,"Man","25-34","Some of the time",2,0,"Agree somewhat","Neither disagree nor agree","Disagree somewhat","Disagree somewhat","Disagree strongly",1,1,2,2,"Assault","Democrat",4,3,2,2,1,2,4,2.75,"Opposite party",1.5,1.5,-4,-3,0,-57.1428571428571,-75,0
"1089",1090,"Democrat",1,"Strong Democrat",1,1,1,1,8,8,"Man","35-44","Most of the time",8,8,"Agree strongly","Disagree strongly","Disagree strongly","Disagree strongly","Disagree strongly",1,1,1,1,"Jokes","Democrat",5,1,1,1,1,1,5,2,"Same party",1,1,0,0,0,0,0,0
"1090",1091,"Democrat",3,"Not very strong Republican",1,2,4,2,7,5,"Woman","25-34","Some of the time",8,5,"","","","","",2,1,4,2,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2.25,2.25,1,0,0,12.5,0,0
"1091",1092,"Democrat",1,"Strong Democrat",1,1,1,1,7,6,"Man","35-44","Most of the time",3,0,"Disagree strongly","Agree strongly","Disagree strongly","Disagree somewhat","Disagree strongly",1,1,1,1,"Jokes","Democrat",1,5,1,2,1,5,5,4.25,"Same party",1,1,-4,-6,0,-50,-85.7142857142857,0
"1092",1093,"Republican",1,"Strong Democrat",1,1,1,1,6,1,"Man","35-44","Most of the time",5,1,"Neither disagree nor agree","Agree strongly","Disagree somewhat","Neither disagree nor agree","Disagree strongly",1,1,1,1,"Jokes","Democrat",3,5,2,3,1,3,4,3.75,"Opposite party",1,1,-1,0,0,-14.2857142857143,0,0
"1093",1094,"Democrat",2,"Not very strong Democrat",2,2,5,2,9,10,"Woman","25-34","Some of the time",9,9,"Agree strongly","Disagree somewhat","Agree strongly","Disagree strongly","Neither disagree nor agree",2,4,4,4,"Assault","Democrat",5,2,5,1,3,1,1,1.25,"Same party",2.75,3.5,0,-1,0.75,0,-9.09090909090909,20
"1094",1095,"Democrat",2,"Independent",3,3,4,2,7,6,"Man","25-34","Some of the time",5,5,"Agree somewhat","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Neither disagree nor agree",3,3,4,2,"Assault","Independent",4,3,2,3,3,2,4,3,"Independents/Not sures",3,3,-2,-1,0,-25,-14.2857142857143,0
"1095",1096,"Republican",1,"Strong Republican",3,3,3,3,10,7,"Man","35-44","Most of the time",10,10,"Agree strongly","Disagree strongly","Agree strongly","Disagree strongly","Neither disagree nor agree",3,3,3,3,"Jokes","Republican",5,1,5,1,3,1,1,1,"Same party",3,3,0,3,0,0,37.5,0
"1096",1097,"Democrat",2,"Strong Republican",4,5,3,4,5,4,"Woman","35-44","Only now and then",5,5,"Agree somewhat","Disagree somewhat","Agree somewhat","Disagree strongly","Agree somewhat",4,5,3,4,"Assault","Republican",4,2,4,1,4,2,2,1.75,"Opposite party",4,4,0,1,0,0,20,0
"1097",1098,"Democrat",3,"Lean Republican",3,4,3,4,10,9,"Man","25-34","Hardly at all",9,9,"","","","","",3,4,3,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3.5,3.5,-1,0,0,-9.09090909090909,0,0
"1098",1099,"Republican",2,"Strong Democrat",2,2,2,2,4,0,"Woman","25-34","Most of the time",0,0,"Disagree strongly","Agree somewhat","Disagree strongly","Agree strongly","Disagree strongly",2,2,2,2,"Assault","Democrat",1,4,1,5,1,5,5,4.75,"Opposite party",2,2,-4,0,0,-80,0,0
"1099",1100,"Democrat",2,"Strong Republican",3,3,3,3,6,8,"Woman","25-34","Most of the time",4,3,"Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree",2,2,3,3,"Assault","Republican",3,3,3,3,3,3,3,3,"Opposite party",3,2.5,-2,-5,-0.5,-28.5714285714286,-55.5555555555556,-12.5
"1100",1101,"Republican",3,"Strong Republican",4,4,4,4,9,10,"Man","35-44","Most of the time",9,9,"","","","","",4,4,4,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",4,4,0,-1,0,0,-9.09090909090909,0
"1101",1102,"Republican",3,"Not very strong Democrat",2,1,3,1,7,3,"Woman","18-24","Some of the time",7,5,"","","","","",2,1,2,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.75,1.5,0,2,-0.25,0,50,-9.09090909090909
"1102",1103,"Democrat",1,"Strong Democrat",1,1,1,1,10,9,"Woman","35-44","Most of the time",7,8,"Disagree strongly","Agree somewhat","Disagree strongly","Disagree strongly","Disagree strongly",1,1,1,1,"Jokes","Democrat",1,4,1,1,1,5,5,3.75,"Same party",1,1,-3,-1,0,-27.2727272727273,-10,0
"1103",1104,"Republican",1,"Strong Democrat",1,1,1,1,4,3,"Woman","45-54","Most of the time",1,0,"Disagree strongly","Agree strongly","Disagree somewhat","Agree strongly","Disagree strongly",1,1,1,1,"Jokes","Democrat",1,5,2,5,1,5,4,4.75,"Opposite party",1,1,-3,-3,0,-60,-75,0
"1104",1105,"Democrat",3,"Not very strong Republican",2,2,3,2,8,8,"Man","45-54","Some of the time",9,9,"","","","","",2,2,3,3,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2.25,2.5,1,1,0.25,11.1111111111111,11.1111111111111,7.69230769230769
"1105",1106,"Democrat",1,"Independent",1,1,1,1,6,5,"Man","18-24","Most of the time",5,5,"Agree somewhat","Disagree somewhat","Agree somewhat","Disagree strongly","Disagree strongly",1,1,1,1,"Jokes","Independent",4,2,4,1,1,2,2,1.75,"Independents/Not sures",1,1,-1,0,0,-14.2857142857143,0,0
"1106",1107,"Democrat",1,"Strong Republican",1,1,4,1,8,9,"Woman","25-34","Most of the time",5,4,"Agree somewhat","Agree strongly","Neither disagree nor agree","Agree somewhat","Neither disagree nor agree",2,4,3,4,"Jokes","Republican",4,5,3,4,3,2,3,3.5,"Opposite party",1.75,3.25,-3,-5,1.5,-33.3333333333333,-50,54.5454545454545
"1107",1108,"Republican",1,"Not very strong Democrat",3,3,3,3,5,4,"Woman","18-24","Some of the time",2,2,"Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree","Neither disagree nor agree",3,3,3,3,"Jokes","Democrat",3,3,3,3,3,3,3,3,"Opposite party",3,3,-3,-2,0,-50,-40,0
"1108",1109,"Republican",1,"Lean Republican",4,3,4,3,8,8,"Woman","45-54","Only now and then",9,9,"Agree strongly","Disagree strongly","Agree strongly","Disagree strongly","Neither disagree nor agree",4,3,4,3,"Jokes","Republican",5,1,5,1,3,1,1,1,"Same party",3.5,3.5,1,1,0,11.1111111111111,11.1111111111111,0
"1109",1110,"Democrat",2,"Strong Democrat",2,2,2,3,10,10,"Woman","25-34","Some of the time",3,3,"Disagree strongly","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree","Disagree somewhat",2,2,4,2,"Assault","Democrat",1,3,2,3,2,5,4,3.75,"Same party",2.25,2.5,-7,-7,0.25,-63.6363636363636,-63.6363636363636,7.69230769230769
"1110",1111,"Republican",2,"Lean Democrat",2,2,3,1,8,8,"Woman","35-44","Most of the time",5,4,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Disagree somewhat",2,2,3,1,"Assault","Democrat",2,3,1,3,2,4,5,3.75,"Opposite party",2,2,-3,-4,0,-33.3333333333333,-44.4444444444444,0
"1111",1112,"Democrat",3,"Not very strong Republican",2,3,2,4,9,8,"Man","45-54","Some of the time",9,6,"","","","","",2,4,2,4,"Control","Republican",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",2.75,3,0,-2,0.25,0,-22.2222222222222,6.66666666666667
"1112",1113,"Republican",2,"Strong Democrat",1,2,2,3,7,5,"Woman","18-24","Only now and then",5,2,"Neither disagree nor agree","Neither disagree nor agree","Disagree strongly","Disagree strongly","Neither disagree nor agree",1,2,2,4,"Assault","Democrat",3,3,1,1,3,3,5,3,"Opposite party",2,2.25,-2,-3,0.25,-25,-50,8.33333333333333
"1113",1114,"Republican",1,"Lean Democrat",2,2,2,1,7,6,"Man","25-34","Some of the time",5,5,"Agree strongly","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Disagree somewhat",2,1,2,1,"Jokes","Democrat",5,3,1,3,2,1,5,3,"Opposite party",1.75,1.5,-2,-1,-0.25,-25,-14.2857142857143,-9.09090909090909
"1114",1115,"Republican",2,"Not very strong Democrat",1,2,1,2,9,2,"Woman","55-64","Some of the time",5,1,"Agree somewhat","Neither disagree nor agree","Agree somewhat","Disagree somewhat","Neither disagree nor agree",2,2,2,1,"Assault","Democrat",4,3,4,2,3,2,2,2.25,"Opposite party",1.5,1.75,-4,-1,0.25,-40,-33.3333333333333,10
"1115",1116,"Democrat",2,"Strong Republican",2,2,2,2,6,3,"Man","65 or over","Most of the time",1,0,"Agree somewhat","Disagree somewhat","Disagree somewhat","Disagree somewhat","Agree somewhat",2,2,4,2,"Assault","Republican",4,2,2,2,4,2,4,2.5,"Opposite party",2,2.5,-5,-3,0.5,-71.4285714285714,-75,16.6666666666667
"1116",1117,"Republican",1,"Independent",1,1,1,1,5,5,"Woman","25-34","Most of the time",5,2,"Disagree strongly","Agree strongly","Disagree strongly","Neither disagree nor agree","Disagree strongly",1,1,1,1,"Jokes","Independent",1,5,1,3,1,5,5,4.5,"Independents/Not sures",1,1,0,-3,0,0,-50,0
"1117",1118,"Republican",2,"Independent",3,4,5,4,5,2,"Man","25-34","Only now and then",5,2,"Neither disagree nor agree","Disagree somewhat","Disagree strongly","Disagree strongly","Agree somewhat",4,4,5,4,"Assault","Independent",3,2,1,1,4,3,5,2.75,"Independents/Not sures",4,4.25,0,0,0.25,0,0,5
"1118",1119,"Democrat",1,"Lean Republican",2,2,3,3,7,8,"Woman","55-64","Some of the time",4,5,"Disagree somewhat","Disagree somewhat","Agree somewhat","Disagree strongly","Disagree somewhat",2,3,3,2,"Jokes","Republican",2,2,4,1,2,4,2,2.25,"Opposite party",2.5,2.5,-3,-3,0,-37.5,-33.3333333333333,0
"1119",1120,"Democrat",2,"Independent",2,1,1,3,6,7,"Woman","18-24","Most of the time",2,1,"Agree strongly","Neither disagree nor agree","Disagree somewhat","Agree somewhat","Neither disagree nor agree",1,1,1,2,"Assault","Independent",5,3,2,4,3,1,4,3,"Independents/Not sures",1.75,1.25,-4,-6,-0.5,-57.1428571428571,-75,-18.1818181818182
"1120",1121,"Republican",2,"Lean Democrat",2,2,3,2,8,8,"Man","35-44","Some of the time",6,5,"Disagree somewhat","Neither disagree nor agree","Disagree strongly","Disagree somewhat","Disagree somewhat",2,2,3,2,"Assault","Democrat",2,3,1,2,2,4,5,3.5,"Opposite party",2.25,2.25,-2,-3,0,-22.2222222222222,-33.3333333333333,0
"1121",1122,"Republican",2,"Not very strong Republican",2,3,1,4,8,9,"Woman","35-44","Some of the time",7,5,"Disagree somewhat","Agree somewhat","Agree strongly","Disagree strongly","Disagree strongly",2,3,1,3,"Assault","Republican",2,4,5,1,1,4,1,2.5,"Same party",2.5,2.25,-1,-4,-0.25,-11.1111111111111,-40,-7.14285714285714
"1122",1123,"Democrat",3,"Independent",1,2,1,2,5,1,"Man","65 or over","Most of the time",5,1,"","","","","",1,2,1,2,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",1.5,1.5,0,0,0,0,0,0
"1123",1124,"Democrat",1,"Strong Democrat",1,1,2,1,8,10,"Man","35-44","Some of the time",7,10,"Disagree somewhat","Disagree somewhat","Disagree strongly","Disagree somewhat","Agree strongly",1,1,2,2,"Jokes","Democrat",2,2,1,2,5,4,5,3.25,"Same party",1.25,1.5,-1,0,0.25,-11.1111111111111,0,11.1111111111111
"1124",1125,"Democrat",1,"Not very strong Republican",3,5,2,4,5,5,"Man","18-24","Only now and then",5,4,"Disagree somewhat","Disagree somewhat","Agree somewhat","Disagree strongly","Disagree somewhat",4,4,4,2,"Jokes","Republican",2,2,4,1,2,4,2,2.25,"Opposite party",3.5,3.5,0,-1,0,0,-16.6666666666667,0
"1125",1126,"Democrat",3,"Strong Democrat",1,1,1,1,9,9,"Woman","25-34","Most of the time",9,9,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1,1,0,0,0,0,0,0
"1126",1127,"Democrat",1,"Lean Republican",2,2,4,2,6,5,"Woman","45-54","Some of the time",3,3,"Agree somewhat","Agree somewhat","Agree somewhat","Agree somewhat","Agree somewhat",2,2,4,2,"Jokes","Republican",4,4,4,4,4,2,2,3,"Opposite party",2.5,2.5,-3,-2,0,-42.8571428571429,-33.3333333333333,0
"1127",1128,"Democrat",3,"Strong Democrat",1,1,1,2,9,9,"Woman","55-64","Some of the time",9,9,"","","","","",1,1,1,2,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Same party",1.25,1.25,0,0,0,0,0,0
"1128",1129,"Republican",1,"Lean Republican",2,3,3,2,4,4,"Woman","45-54","Some of the time",5,4,"Neither disagree nor agree","Disagree somewhat","Disagree somewhat","Disagree somewhat","Neither disagree nor agree",3,2,4,3,"Jokes","Republican",3,2,2,2,3,3,4,2.75,"Same party",2.5,3,1,0,0.5,20,0,14.2857142857143
"1129",1130,"Republican",1,"Lean Republican",3,4,2,4,8,8,"Man","25-34","Most of the time",8,10,"Agree strongly","Disagree strongly","Agree somewhat","Disagree strongly","Neither disagree nor agree",3,4,3,4,"Jokes","Republican",5,1,4,1,3,1,2,1.25,"Same party",3.25,3.5,0,2,0.25,0,22.2222222222222,5.88235294117647
"1130",1131,"Republican",1,"Not very strong Democrat",5,5,2,4,7,5,"Man","25-34","Most of the time",6,5,"Agree somewhat","Neither disagree nor agree","Agree strongly","Disagree somewhat","Neither disagree nor agree",4,5,2,5,"Jokes","Democrat",4,3,5,2,3,2,1,2,"Opposite party",4,4,-1,0,0,-12.5,0,0
"1131",1132,"Republican",3,"Strong Democrat",1,1,2,1,5,1,"Woman","55-64","Most of the time",2,0,"","","","","",1,1,1,1,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",1.25,1,-3,-1,-0.25,-50,-50,-11.1111111111111
"1132",1133,"Republican",1,"Strong Democrat",1,1,1,1,5,5,"Woman","25-34","Most of the time",5,5,"Agree somewhat","Agree strongly","Agree somewhat","Disagree strongly","Disagree strongly",1,1,1,1,"Jokes","Democrat",4,5,4,1,1,2,2,2.5,"Opposite party",1,1,0,0,0,0,0,0
"1133",1134,"Democrat",2,"Independent",4,2,1,4,7,6,"Man","25-34","Most of the time",8,10,"Disagree somewhat","Neither disagree nor agree","Agree strongly","Disagree somewhat","Agree strongly",5,1,3,3,"Assault","Independent",2,3,5,2,5,4,1,2.5,"Independents/Not sures",2.75,3,1,4,0.25,12.5,57.1428571428571,6.66666666666667
"1134",1135,"Democrat",1,"Not very strong Democrat",2,1,1,1,9,8,"Woman","35-44","Some of the time",9,7,"Agree somewhat","Neither disagree nor agree","Agree somewhat","Disagree strongly","Disagree strongly",1,1,1,1,"Jokes","Democrat",4,3,4,1,1,2,2,2,"Same party",1.25,1,0,-1,-0.25,0,-11.1111111111111,-11.1111111111111
"1135",1136,"Democrat",1,"Not very strong Republican",1,1,1,1,9,8,"Man","25-34","Most of the time",9,8,"Agree somewhat","Neither disagree nor agree","Agree somewhat","Disagree strongly","Neither disagree nor agree",1,1,1,1,"Jokes","Republican",4,3,4,1,3,2,2,2,"Opposite party",1,1,0,0,0,0,0,0
"1136",1137,"Democrat",1,"Strong Democrat",1,1,1,1,6,6,"Man","35-44","Most of the time",6,6,"Agree strongly","Disagree strongly","Agree strongly","Disagree strongly","Agree somewhat",1,1,1,1,"Jokes","Democrat",5,1,5,1,4,1,1,1,"Same party",1,1,0,0,0,0,0,0
"1137",1138,"Democrat",3,"Independent",3,4,1,3,5,3,"Woman","45-54","Most of the time",5,3,"","","","","",3,4,1,3,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",2.75,2.75,0,0,0,0,0,0
"1138",1139,"Democrat",1,"Lean Democrat",2,1,1,1,7,7,"Woman","55-64","Only now and then",7,7,"Agree somewhat","Disagree somewhat","Agree strongly","Disagree strongly","Disagree somewhat",2,1,2,2,"Jokes","Democrat",4,2,5,1,2,2,1,1.5,"Same party",1.25,1.75,0,0,0.5,0,0,22.2222222222222
"1139",1140,"Republican",3,"Strong Democrat",5,5,2,5,9,7,"Man","45-54","Most of the time",10,10,"","","","","",5,5,2,5,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",4.25,4.25,1,3,0,10,37.5,0
"1140",1141,"Republican",2,"Strong Republican",2,3,2,4,9,8,"Man","55-64","Most of the time",8,8,"Agree strongly","Disagree strongly","Disagree somewhat","Disagree strongly","Neither disagree nor agree",2,3,2,4,"Assault","Republican",5,1,2,1,3,1,4,1.75,"Same party",2.75,2.75,-1,0,0,-10,0,0
"1141",1142,"Democrat",2,"Independent",1,1,2,3,8,6,"Woman","35-44","Most of the time",5,5,"Disagree somewhat","Agree somewhat","Disagree somewhat","Disagree somewhat","Disagree somewhat",2,1,2,3,"Assault","Independent",2,4,2,2,2,4,4,3.5,"Independents/Not sures",1.75,2,-3,-1,0.25,-33.3333333333333,-14.2857142857143,9.09090909090909
"1142",1143,"Republican",2,"Strong Republican",5,5,5,5,10,10,"Man","25-34","Most of the time",10,10,"Agree strongly","Disagree strongly","Agree strongly","Disagree strongly","Agree strongly",5,5,5,5,"Assault","Republican",5,1,5,1,5,1,1,1,"Same party",5,5,0,0,0,0,0,0
"1143",1144,"Republican",1,"Strong Republican",3,3,3,3,10,10,"Woman","45-54","Most of the time",8,8,"Disagree somewhat","Agree somewhat","Neither disagree nor agree","Disagree somewhat","Neither disagree nor agree",3,3,3,3,"Jokes","Republican",2,4,3,2,3,4,3,3.25,"Same party",3,3,-2,-2,0,-18.1818181818182,-18.1818181818182,0
"1144",1145,"Republican",3,"Independent",4,3,2,5,6,6,"Man","25-34","Hardly at all",6,6,"","","","","",4,4,3,5,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",3.5,4,0,0,0.5,0,0,11.1111111111111
"1145",1146,"Democrat",2,"Strong Democrat",4,5,4,2,4,5,"Woman","35-44","Most of the time",4,2,"Disagree strongly","Agree strongly","Disagree strongly","Disagree strongly","Disagree strongly",4,4,4,2,"Assault","Democrat",1,5,1,1,1,5,5,4,"Same party",3.75,3.5,0,-3,-0.25,0,-50,-5.26315789473684
"1146",1147,"Democrat",2,"Strong Democrat",1,1,1,1,8,9,"Woman","45-54","Most of the time",3,4,"Disagree somewhat","Agree strongly","Disagree strongly","Neither disagree nor agree","Neither disagree nor agree",1,1,1,1,"Assault","Democrat",2,5,1,3,3,4,5,4.25,"Same party",1,1,-5,-5,0,-55.5555555555556,-50,0
"1147",1148,"Republican",1,"Strong Democrat",1,1,1,1,6,3,"Woman","35-44","Most of the time",4,2,"Neither disagree nor agree","Agree somewhat","Disagree strongly","Disagree somewhat","Neither disagree nor agree",1,1,1,1,"Jokes","Democrat",3,4,1,2,3,3,5,3.5,"Opposite party",1,1,-2,-1,0,-28.5714285714286,-25,0
"1148",1149,"Republican",1,"Strong Republican",2,4,2,3,7,6,"Woman","35-44","Most of the time",5,5,"Agree somewhat","Disagree somewhat","Agree somewhat","Disagree somewhat","Agree somewhat",2,4,2,3,"Jokes","Republican",4,2,4,2,4,2,2,2,"Same party",2.75,2.75,-2,-1,0,-25,-14.2857142857143,0
"1149",1150,"Republican",3,"Not very strong Democrat",3,3,3,3,7,3,"Man","35-44","Most of the time",7,3,"","","","","",3,3,3,3,"Control","Democrat",NA,NA,NA,NA,NA,NA,NA,NA,"Opposite party",3,3,0,0,0,0,0,0
"1150",1151,"Democrat",1,"Strong Democrat",1,1,1,1,5,5,"Woman","55-64","Most of the time",1,1,"Disagree somewhat","Agree somewhat","Disagree strongly","Agree somewhat","Disagree somewhat",1,1,1,1,"Jokes","Democrat",2,4,1,4,2,4,5,4.25,"Same party",1,1,-4,-4,0,-66.6666666666667,-66.6666666666667,0
"1151",1152,"Republican",1,"Independent",2,2,2,2,8,7,"Man","25-34","Only now and then",5,5,"Agree somewhat","Disagree strongly","Disagree strongly","Disagree strongly","Neither disagree nor agree",2,2,2,2,"Jokes","Independent",4,1,1,1,3,2,5,2.25,"Independents/Not sures",2,2,-3,-2,0,-33.3333333333333,-25,0
"1152",1153,"Democrat",1,"Strong Democrat",2,2,4,2,6,9,"Man","35-44","Most of the time",6,9,"Agree strongly","Disagree strongly","Agree strongly","Disagree strongly","Disagree strongly",2,2,4,2,"Jokes","Democrat",5,1,5,1,1,1,1,1,"Same party",2.5,2.5,0,0,0,0,0,0
"1153",1154,"Republican",1,"Strong Democrat",1,1,3,1,5,5,"Man","25-34","Some of the time",2,1,"Neither disagree nor agree","Neither disagree nor agree","Disagree strongly","Neither disagree nor agree","Disagree somewhat",1,1,3,1,"Jokes","Democrat",3,3,1,3,2,3,5,3.5,"Opposite party",1.5,1.5,-3,-4,0,-50,-66.6666666666667,0
"1154",1155,"Democrat",2,"Lean Republican",2,4,1,4,6,5,"Woman","55-64","Most of the time",6,5,"Agree somewhat","Disagree strongly","Disagree somewhat","Disagree somewhat","Disagree strongly",1,4,2,4,"Assault","Republican",4,1,2,2,1,2,4,2.25,"Opposite party",2.75,2.75,0,0,0,0,0,0
"1155",1156,"Republican",3,"Independent",1,1,1,1,3,2,"Man","45-54","Most of the time",3,2,"","","","","",1,1,1,1,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",1,1,0,0,0,0,0,0
"1156",1157,"Democrat",3,"Independent",1,2,1,2,5,5,"Man","55-64","Most of the time",5,5,"","","","","",1,2,1,2,"Control","Independent",NA,NA,NA,NA,NA,NA,NA,NA,"Independents/Not sures",1.5,1.5,0,0,0,0,0,0
